2022091103,3126
2022091900,1372
2022103001,2165
2022100207,2933
2022092511,2903
2022091112,1994
2022110606,2433
2022102304,3401
2022103001,1415
2022100910,2746
2022102306,1165
2022091107,3669
2022100909,1102
2022100209,1840
2022100205,820
2022101607,3476
2022100202,1369
2022100900,154
2022101604,400
2022101605,2347
2022102308,588
2022102400,3556
2022100300,1178
2022091811,3698
2022092502,2514
2022102302,382
2022100909,4094
2022091100,1260
2022091108,1222
2022102300,2314
2022091109,1198
2022092200,4028
2022102305,240
2022100209,1497
2022092200,3484
2022091106,2450
2022110610,2629
2022092510,3686
2022102304,4033
2022091200,180
2022091103,1171
2022091801,428
2022100600,3914
2022103003,2782
2022101000,2155
2022103000,2319
2022091804,606
2022103000,3381
2022102303,2099
2022100910,309
2022101602,748
2022101601,1359
2022102301,1830
2022103005,685
2022100213,3997
2022100901,2020
2022092505,1347
2022091812,2810
2022100600,111
2022091108,3712
2022100902,3062
2022100209,596
2022100600,3371
2022091901,3735
2022091806,2645
2022102400,513
2022103010,1365
2022100203,242
2022101608,3028
2022101700,2524
2022091800,2482
2022091811,358
2022091810,1470
2022103009,922
2022100211,3184
2022103005,2167
2022110608,3661
2022102304,2389
2022092501,3688
2022091113,200
2022091500,2257
2022102700,2667
2022101608,2134
2022100903,1459
2022102306,2968
2022103009,2012
2022091108,494
2022092508,3360
2022110609,84
2022102307,1626
2022100211,2774
2022091106,835
2022102310,2848
2022102700,710
2022091108,3063
2022103009,3048
2022100904,3434
2022110610,348
2022091200,716
2022091105,2796
2022091900,3302
2022100204,265
2022100909,3507
2022110610,4255
2022110700,464
2022100213,755
2022100213,3554
2022102311,2439
2022100205,4387
2022092505,3581
2022102000,3458
2022101607,1231
2022091108,3438
2022102301,3454
2022102301,320
2022103012,952
2022100909,1483
2022091112,2167
2022091110,3026
2022110603,3274
2022100212,2319
2022100908,1821
2022100205,3693
2022102305,691
2022110608,476
2022100202,1097
2022101610,1514
2022110606,1604
2022091102,218
2022092510,3485
2022103007,2594
2022100903,2798
2022102300,2269
2022102304,2644
2022100908,2392
2022101607,2290
2022091102,1517
2022100912,762
2022091806,863
2022103003,254
2022092512,387
2022100208,3365
2022100211,3241
2022100208,518
2022092503,951
2022091500,2874
2022092509,2626
2022091807,1995
2022091901,327
2022091801,501
2022091101,1213
2022101000,2768
2022102700,3259
2022103011,1155
2022092513,715
2022091804,4086
2022092500,2284
2022100904,331
2022091101,3357
2022103005,326
2022091105,527
2022102308,2665
2022100203,371
2022101300,2103
2022100911,509
2022091803,2021
2022091812,620
2022091808,241
2022100209,2315
2022091112,86
2022092513,1058
2022103001,551
2022091811,1052
2022091102,989
2022102303,3079
2022100907,2315
2022091104,3059
2022102300,3115
2022091808,3360
2022110605,3520
2022103010,3173
2022100902,1344
2022110300,3253
2022100200,3160
2022103008,2973
2022092509,786
2022100908,1180
2022103003,2349
2022102700,996
2022110605,3349
2022103004,307
2022102311,2856
2022091104,3232
2022102700,2314
2022092500,532
2022110607,2557
2022100205,137
2022092501,2940
2022110605,2657
2022091804,3273
2022092502,2538
2022092505,2627
2022102306,595
2022092512,2990
2022092509,2852
2022100906,1409
2022101609,4060
2022092900,2375
2022103006,2842
2022092600,107
2022091800,515
2022100912,1167
2022100207,1726
2022092510,2353
2022102400,1375
2022092512,2397
2022091807,3296
2022103012,292
2022091108,1039
2022102000,3351
2022103100,2707
2022110605,3650
2022091111,430
2022100907,2231
2022091102,2352
2022100905,611
2022103012,525
2022103100,916
2022100205,2377
2022101000,573
2022102400,466
2022102300,3178
2022091200,1704
2022100911,3413
2022091110,1338
2022102700,2849
2022100903,3292
2022091101,3591
2022110609,3081
2022092512,3578
2022091102,1869
2022101700,2425
2022100904,2845
2022091812,2424
2022100600,2970
2022101602,3099
2022110609,2877
2022092507,1988
2022091104,267
2022103010,2612
2022091113,1689
2022101609,558
2022101606,213
2022091801,292
2022102300,1041
2022092507,1384
2022100212,65
2022103008,3482
2022092900,2896
2022103002,4079
2022100908,2968
2022102700,3296
2022091812,1302
2022091101,1945
2022092506,821
2022101000,471
2022103001,414
2022092501,2742
2022100204,2762
2022100201,3188
2022102300,244
2022102300,2018
2022102308,233
2022092509,1737
2022100213,1377
2022100910,2791
2022102310,2369
2022103011,3657
2022092200,3242
2022100600,4553
2022101611,989
2022103003,2758
2022091107,1099
2022100902,1100
2022110605,655
2022091100,1170
2022091810,1884
2022101602,3289
2022101300,1905
2022092508,2430
2022103005,1823
2022101601,2166
2022091804,4266
2022110602,2928
2022092600,3855
2022102700,473
2022100910,1492
2022090800,3304
2022101604,1243
2022110600,796
2022100210,1018
2022102301,1061
2022100202,3462
2022091800,1688
2022100204,1321
2022101000,1646
2022102301,2725
2022091804,985
2022092510,3874
2022091102,3652
2022091102,800
2022103001,596
2022091110,823
2022101602,3123
2022103006,1504
2022101601,385
2022110602,3760
2022102301,2789
2022091109,2909
2022110605,783
2022103100,1580
2022110600,2379
2022100209,1360
2022091802,345
2022091803,3289
2022091800,692
2022091807,3518
2022100210,2296
2022101603,1323
2022102000,3372
2022101700,1205
2022102311,355
2022102000,1104
2022110610,737
2022103000,2511
2022100906,1388
2022100201,2299
2022110606,704
2022103001,2554
2022091108,515
2022103004,3051
2022101609,2450
2022100203,284
2022110610,2959
2022100903,2332
2022092600,128
2022101605,3141
2022092900,2396
2022092506,3971
2022092900,1540
2022100202,1894
2022091805,975
2022091800,724
2022100909,846
2022091901,2685
2022103006,2021
2022100910,2303
2022100903,1249
2022102308,881
2022100201,2346
2022100200,2800
2022102000,2748
